filename,width,height,class,xmin,ymin,xmax,ymax
french_fries/1361604.jpg,512,512,french_fries,1,1,509,508
french_fries/1364015.jpg,512,512,french_fries,1,2,498,506
french_fries/1369116.jpg,512,512,french_fries,1,87,361,440
french_fries/1370900.jpg,512,512,french_fries,58,23,424,493
french_fries/1376608.jpg,512,384,french_fries,3,14,464,380
french_fries/1384733.jpg,512,512,french_fries,1,1,507,509
french_fries/1387352.jpg,512,512,french_fries,84,146,512,509
french_fries/1388756.jpg,512,512,french_fries,2,164,507,508
french_fries/1394977.jpg,512,383,french_fries,3,21,508,379
french_fries/1424609.jpg,512,512,french_fries,2,3,210,509
french_fries/1426779.jpg,512,512,french_fries,1,107,414,352
french_fries/143685.jpg,384,512,french_fries,60,77,276,232
french_fries/1437118.jpg,512,512,french_fries,195,153,435,512
french_fries/1438129.jpg,512,512,french_fries,41,5,396,494
french_fries/1439792.jpg,512,512,french_fries,39,90,512,456
french_fries/1439886.jpg,512,512,french_fries,1,30,511,210
french_fries/143994.jpg,512,382,french_fries,35,94,229,357
french_fries/1443762.jpg,512,512,french_fries,4,2,506,508
french_fries/1447440.jpg,512,512,french_fries,2,1,511,487
french_fries/145012.jpg,382,512,french_fries,1,148,375,500
french_fries/146029.jpg,384,512,french_fries,9,126,384,474
french_fries/1469308.jpg,512,382,french_fries,159,1,453,250
french_fries/1475332.jpg,512,512,french_fries,1,150,401,512
french_fries/147628.jpg,384,512,french_fries,1,21,378,509
french_fries/1480588.jpg,512,512,french_fries,126,59,478,505
french_fries/149278.jpg,512,384,french_fries,41,1,236,152
french_fries/149278.jpg,512,384,french_fries,228,77,512,342
french_fries/1495592.jpg,512,509,french_fries,85,84,509,447
french_fries/1504529.jpg,512,512,french_fries,66,66,469,395
french_fries/1505018.jpg,512,512,french_fries,1,72,499,460
french_fries/1509620.jpg,512,512,french_fries,1,1,510,480
french_fries/1510273.jpg,512,512,french_fries,13,38,398,268
french_fries/1523716.jpg,512,512,french_fries,6,75,512,510
french_fries/152498.jpg,382,512,french_fries,1,12,377,503
french_fries/1528250.jpg,512,512,french_fries,17,22,430,285
french_fries/153648.jpg,512,382,french_fries,60,103,451,338
french_fries/1538500.jpg,512,512,french_fries,1,81,478,437
french_fries/1541766.jpg,512,512,french_fries,53,78,505,416
french_fries/1552191.jpg,512,512,french_fries,1,187,512,509
french_fries/1555814.jpg,512,512,french_fries,1,35,505,460
french_fries/1564138.jpg,512,512,french_fries,149,74,512,487
french_fries/1571407.jpg,512,512,french_fries,1,155,420,506
french_fries/1577236.jpg,512,512,french_fries,123,51,385,417
french_fries/1580419.jpg,512,512,french_fries,192,28,408,360
french_fries/1582025.jpg,512,512,french_fries,1,152,269,344
french_fries/1595244.jpg,512,512,french_fries,120,74,394,417
french_fries/1596441.jpg,512,512,french_fries,1,141,512,510
french_fries/1610240.jpg,512,512,french_fries,13,9,510,512
french_fries/1622796.jpg,512,512,french_fries,90,2,351,512
french_fries/1625531.jpg,512,289,french_fries,1,5,512,285
french_fries/1636661.jpg,509,512,french_fries,72,209,447,456
french_fries/1637064.jpg,512,383,french_fries,68,45,359,272
french_fries/1639700.jpg,512,512,french_fries,23,156,455,429
french_fries/1642141.jpg,512,512,french_fries,1,127,341,458
french_fries/164288.jpg,512,512,french_fries,1,14,0,15
french_fries/1647142.jpg,341,512,french_fries,47,137,334,428
french_fries/1648775.jpg,512,512,french_fries,79,58,370,409
french_fries/1653893.jpg,512,512,french_fries,2,206,512,496
french_fries/1656352.jpg,512,512,french_fries,49,88,510,512
french_fries/1659097.jpg,512,512,french_fries,3,1,428,414
french_fries/1667108.jpg,512,512,french_fries,123,92,349,487
french_fries/166821.jpg,512,382,french_fries,51,119,461,270
french_fries/1676299.jpg,512,512,french_fries,48,72,403,452
french_fries/1681867.jpg,512,512,french_fries,79,66,431,512
french_fries/1682173.jpg,512,512,french_fries,4,40,512,315
french_fries/168924.jpg,512,512,french_fries,91,44,441,494
french_fries/1692353.jpg,512,512,french_fries,1,1,508,509
french_fries/1692647.jpg,512,512,french_fries,29,1,442,511
french_fries/1694219.jpg,512,512,french_fries,1,5,446,506
french_fries/1697975.jpg,512,512,french_fries,6,3,426,504
french_fries/1700344.jpg,512,512,french_fries,1,79,509,419
french_fries/1703753.jpg,512,512,french_fries,1,4,501,507
french_fries/1708934.jpg,512,512,french_fries,1,61,284,332
french_fries/1709793.jpg,512,512,french_fries,142,45,384,247
french_fries/1712331.jpg,512,512,french_fries,1,45,499,502
french_fries/1724805.jpg,512,341,french_fries,64,75,446,311
french_fries/17394.jpg,512,384,french_fries,134,17,378,377
french_fries/1740113.jpg,512,512,french_fries,1,66,489,402
french_fries/1745333.jpg,512,384,french_fries,3,1,473,358
french_fries/1763119.jpg,512,512,french_fries,3,1,510,509
french_fries/1767804.jpg,512,512,french_fries,1,1,511,506
french_fries/1767923.jpg,512,512,french_fries,1,57,508,444
french_fries/1772112.jpg,512,512,french_fries,75,1,424,507
french_fries/177372.jpg,382,512,french_fries,2,1,376,507
french_fries/1776346.jpg,512,384,french_fries,66,1,493,380
french_fries/1781706.jpg,512,442,french_fries,97,93,427,442
french_fries/1787600.jpg,512,512,french_fries,120,80,478,441
french_fries/1810007.jpg,512,512,french_fries,305,122,512,512
french_fries/1810352.jpg,512,341,french_fries,7,17,506,340
french_fries/1813453.jpg,512,512,french_fries,1,216,305,450
french_fries/1816442.jpg,512,512,french_fries,62,204,505,493
french_fries/184954.jpg,384,512,french_fries,16,1,359,429
french_fries/187087.jpg,384,512,french_fries,66,120,380,437
french_fries/191085.jpg,512,384,french_fries,112,73,457,328
french_fries/194973.jpg,512,384,french_fries,1,2,511,383
french_fries/200168.jpg,383,512,french_fries,1,97,341,427
french_fries/200553.jpg,512,382,french_fries,94,92,484,307
french_fries/201362.jpg,512,512,french_fries,1,59,481,494
french_fries/20215.jpg,512,384,french_fries,1,20,503,265
french_fries/203924.jpg,382,512,french_fries,1,131,183,512
french_fries/204100.jpg,383,512,french_fries,97,75,383,244
french_fries/211973.jpg,384,512,french_fries,1,9,383,298
french_fries/223676.jpg,382,512,french_fries,2,1,256,473
french_fries/223944.jpg,512,384,french_fries,84,1,414,261
french_fries/230015.jpg,512,341,french_fries,2,43,445,341
french_fries/234706.jpg,512,382,french_fries,49,79,461,265
french_fries/238410.jpg,512,384,french_fries,3,147,451,332
french_fries/240760.jpg,512,384,french_fries,1,1,511,383
french_fries/244006.jpg,382,512,french_fries,19,118,308,490
french_fries/251128.jpg,384,512,french_fries,1,91,384,441
french_fries/256347.jpg,512,382,french_fries,1,1,511,364
french_fries/258877.jpg,382,512,french_fries,72,18,316,306
french_fries/267713.jpg,384,512,french_fries,10,78,360,512
french_fries/275673.jpg,384,512,french_fries,88,1,343,451
french_fries/290229.jpg,512,384,french_fries,114,34,439,330
french_fries/292607.jpg,512,341,french_fries,1,1,328,335
french_fries/293052.jpg,512,378,french_fries,194,97,508,373
french_fries/296611.jpg,512,384,french_fries,2,17,512,372
french_fries/302329.jpg,512,340,french_fries,35,18,512,325
french_fries/303809.jpg,512,384,french_fries,1,33,510,369
french_fries/309651.jpg,512,382,french_fries,79,1,443,364
french_fries/3139.jpg,512,384,french_fries,104,97,386,310
french_fries/320734.jpg,512,382,french_fries,78,18,468,278
french_fries/331674.jpg,384,512,french_fries,64,203,301,442
french_fries/333385.jpg,512,511,french_fries,37,114,508,377
french_fries/338101.jpg,384,512,french_fries,37,167,364,359
french_fries/338259.jpg,382,512,french_fries,166,202,364,494
french_fries/344097.jpg,382,512,french_fries,58,113,355,370
french_fries/348356.jpg,512,512,french_fries,1,81,446,503
french_fries/349846.jpg,512,382,french_fries,1,37,319,249
french_fries/357993.jpg,382,512,french_fries,1,81,379,451
french_fries/361733.jpg,382,512,french_fries,12,70,310,359
french_fries/366349.jpg,512,340,french_fries,75,2,511,318
french_fries/370033.jpg,384,512,french_fries,1,40,381,509
french_fries/370151.jpg,512,341,french_fries,136,1,385,339
french_fries/374001.jpg,512,512,french_fries,62,127,486,396
french_fries/389410.jpg,382,512,french_fries,40,213,369,452
french_fries/391896.jpg,512,512,french_fries,160,53,512,508
french_fries/397794.jpg,512,512,french_fries,166,1,509,509
french_fries/403790.jpg,512,382,french_fries,100,49,361,305
french_fries/409314.jpg,382,512,french_fries,1,1,377,289
french_fries/411113.jpg,384,512,french_fries,1,67,383,359
french_fries/411918.jpg,512,341,french_fries,32,36,383,232
french_fries/416728.jpg,382,512,french_fries,1,160,375,410
french_fries/421038.jpg,512,341,french_fries,95,19,382,204
french_fries/423630.jpg,384,512,french_fries,61,102,379,512
french_fries/439892.jpg,512,341,french_fries,1,1,271,337
french_fries/455862.jpg,512,366,french_fries,1,1,468,306
french_fries/457709.jpg,512,384,french_fries,36,35,471,309
french_fries/459162.jpg,512,512,french_fries,1,16,511,503
french_fries/467106.jpg,512,512,french_fries,2,69,396,427
french_fries/474317.jpg,512,512,french_fries,1,9,501,509
french_fries/478232.jpg,512,512,french_fries,1,1,512,509
french_fries/485471.jpg,512,512,french_fries,1,31,512,509
french_fries/487354.jpg,512,512,french_fries,5,1,508,507
french_fries/489152.jpg,382,512,french_fries,2,137,382,469
french_fries/491207.jpg,512,512,french_fries,3,5,512,387
french_fries/498167.jpg,511,512,french_fries,1,215,506,502
french_fries/502232.jpg,512,512,french_fries,1,1,511,509
french_fries/505261.jpg,512,512,french_fries,3,109,450,445
french_fries/510464.jpg,512,384,french_fries,49,8,512,279
french_fries/51678.jpg,384,512,french_fries,23,1,377,507
french_fries/52510.jpg,384,512,french_fries,1,179,295,338
french_fries/525330.jpg,512,512,french_fries,2,1,510,422
french_fries/530277.jpg,512,512,french_fries,41,5,446,512
french_fries/531883.jpg,512,510,french_fries,2,1,364,508
french_fries/535675.jpg,512,512,french_fries,26,222,311,400
french_fries/541592.jpg,512,512,french_fries,32,1,375,511
french_fries/546394.jpg,512,512,french_fries,3,1,503,509
french_fries/549936.jpg,512,512,french_fries,1,53,502,506
french_fries/553218.jpg,384,512,french_fries,1,90,381,444
french_fries/557390.jpg,512,512,french_fries,1,20,509,446
french_fries/560182.jpg,512,512,french_fries,1,91,510,466
french_fries/571720.jpg,512,512,french_fries,2,1,505,510
french_fries/575211.jpg,512,512,french_fries,1,1,507,380
french_fries/575247.jpg,512,384,french_fries,4,12,508,379
french_fries/575528.jpg,512,512,french_fries,2,1,485,511
french_fries/57594.jpg,512,384,french_fries,3,59,512,378
french_fries/577360.jpg,512,511,french_fries,43,61,512,226
french_fries/580652.jpg,512,512,french_fries,3,2,507,510
french_fries/584234.jpg,512,341,french_fries,77,79,431,250
french_fries/587882.jpg,512,341,french_fries,1,7,478,323
french_fries/605382.jpg,382,512,french_fries,1,32,374,505
french_fries/607021.jpg,511,512,french_fries,43,5,374,511
french_fries/610504.jpg,512,384,french_fries,81,115,450,340
french_fries/612646.jpg,512,370,french_fries,1,6,509,340
french_fries/614545.jpg,512,512,french_fries,163,139,505,512
french_fries/622359.jpg,512,512,french_fries,11,49,424,423
french_fries/622646.jpg,512,512,french_fries,3,1,495,337
french_fries/631606.jpg,512,512,french_fries,4,3,505,509
french_fries/649848.jpg,512,512,french_fries,1,74,498,393
french_fries/655989.jpg,512,512,french_fries,1,38,507,509
french_fries/65608.jpg,512,384,french_fries,170,28,507,365
french_fries/657873.jpg,512,511,french_fries,5,66,479,497
french_fries/659984.jpg,512,512,french_fries,1,3,507,509
french_fries/660608.jpg,512,384,french_fries,66,2,506,381
french_fries/670184.jpg,512,512,french_fries,1,35,508,384
french_fries/672487.jpg,512,512,french_fries,1,12,507,293
french_fries/674434.jpg,384,512,french_fries,60,167,306,310
french_fries/697086.jpg,512,306,french_fries,19,33,360,301
french_fries/705893.jpg,512,512,french_fries,1,25,507,503
french_fries/714775.jpg,512,384,french_fries,44,27,435,316
french_fries/720270.jpg,512,512,french_fries,134,122,431,458
french_fries/720462.jpg,512,512,french_fries,119,82,512,460
french_fries/753350.jpg,512,512,french_fries,1,19,504,508
french_fries/765816.jpg,512,512,french_fries,1,1,505,509
french_fries/768719.jpg,306,512,french_fries,1,1,300,399
french_fries/774764.jpg,512,384,french_fries,38,8,246,151
french_fries/778600.jpg,512,512,french_fries,1,2,505,509
french_fries/782182.jpg,512,512,french_fries,1,2,505,450
french_fries/783581.jpg,511,512,french_fries,41,1,399,194
french_fries/796870.jpg,512,512,french_fries,28,20,506,404
french_fries/799658.jpg,512,512,french_fries,1,142,512,511
french_fries/806895.jpg,384,512,french_fries,1,37,352,509
french_fries/80865.jpg,384,512,french_fries,1,1,379,507
french_fries/80887.jpg,384,512,french_fries,58,153,379,456
french_fries/820107.jpg,512,384,french_fries,1,4,509,380
french_fries/823649.jpg,512,512,french_fries,2,1,231,510
french_fries/82535.jpg,512,512,french_fries,1,180,504,512
french_fries/82946.jpg,342,512,french_fries,1,1,336,511
french_fries/839871.jpg,512,383,french_fries,49,1,503,275
french_fries/845350.jpg,512,512,french_fries,1,33,512,490
french_fries/847042.jpg,512,384,french_fries,150,97,479,350
french_fries/848492.jpg,512,512,french_fries,92,21,508,480
french_fries/852271.jpg,512,512,french_fries,1,2,508,509
french_fries/85375.jpg,383,512,french_fries,40,180,362,504
french_fries/854381.jpg,512,384,french_fries,106,29,453,337
french_fries/854901.jpg,512,512,french_fries,1,108,509,447
french_fries/87020.jpg,512,384,french_fries,241,79,479,257
french_fries/87020.jpg,512,384,french_fries,1,92,261,312
french_fries/872441.jpg,512,512,french_fries,1,12,509,509
french_fries/885543.jpg,384,512,french_fries,7,1,380,310
french_fries/887149.jpg,512,511,french_fries,13,123,508,482
french_fries/889641.jpg,512,512,french_fries,59,124,453,509
french_fries/89974.jpg,383,512,french_fries,1,32,383,508
french_fries/904510.jpg,512,384,french_fries,2,120,285,352
french_fries/909325.jpg,512,384,french_fries,198,161,512,381
french_fries/913020.jpg,512,512,french_fries,1,1,505,509
french_fries/914564.jpg,512,512,french_fries,1,55,320,407
french_fries/923140.jpg,512,512,french_fries,21,1,460,496
french_fries/925636.jpg,512,512,french_fries,1,151,512,423
french_fries/93653.jpg,512,383,french_fries,54,102,411,298
french_fries/950224.jpg,512,512,french_fries,1,71,259,358
french_fries/963995.jpg,512,306,french_fries,123,15,400,299
french_fries/966854.jpg,512,512,french_fries,184,12,502,502
french_fries/973682.jpg,512,512,french_fries,27,23,505,445
french_fries/992636.jpg,512,512,french_fries,1,2,508,504
french_fries/999328.jpg,512,512,french_fries,1,192,493,509
french_fries/999957.jpg,512,512,french_fries,1,2,508,509
hamburger/100057.jpg,512,382,hamburger,50,46,335,322
hamburger/100517.jpg,384,512,hamburger,54,81,341,385
hamburger/1007277.jpg,512,307,hamburger,1,1,280,304
hamburger/1009426.jpg,512,512,hamburger,77,52,495,463
hamburger/1010140.jpg,512,384,hamburger,57,90,305,333
hamburger/1010695.jpg,512,512,hamburger,2,1,270,390
hamburger/1013830.jpg,512,289,hamburger,249,33,429,222
hamburger/1017874.jpg,512,512,hamburger,146,60,512,374
hamburger/102005.jpg,382,512,hamburger,118,268,310,449
hamburger/1028639.jpg,512,512,hamburger,1,44,349,476
hamburger/1029228.jpg,511,512,hamburger,17,1,510,479
hamburger/103716.jpg,384,512,hamburger,23,108,366,420
hamburger/1038553.jpg,512,512,hamburger,110,66,292,308
hamburger/1041751.jpg,512,384,hamburger,52,19,329,351
hamburger/1042117.jpg,512,384,hamburger,59,9,344,365
hamburger/1049005.jpg,512,512,hamburger,47,163,249,404
hamburger/1053407.jpg,384,512,hamburger,192,151,384,435
hamburger/1057407.jpg,512,512,hamburger,24,142,349,484
hamburger/1065477.jpg,512,512,hamburger,22,12,370,435
hamburger/1071442.jpg,512,512,hamburger,245,1,510,323
hamburger/1071442.jpg,512,512,hamburger,1,2,264,336
hamburger/107320.jpg,512,384,hamburger,1,1,292,330
hamburger/1084912.jpg,512,512,hamburger,2,93,463,427
hamburger/109961.jpg,512,382,hamburger,59,1,476,310
hamburger/1105570.jpg,511,512,hamburger,1,48,494,492
hamburger/110991.jpg,512,382,hamburger,5,65,321,303
hamburger/1120305.jpg,512,384,hamburger,2,14,508,384
hamburger/1122669.jpg,512,512,hamburger,99,52,466,484
hamburger/1126075.jpg,512,512,hamburger,46,9,500,382
hamburger/1133388.jpg,384,512,hamburger,46,213,249,415
hamburger/1144233.jpg,384,512,hamburger,36,7,384,317
hamburger/1170104.jpg,512,512,hamburger,259,83,483,302
hamburger/1175221.jpg,512,384,hamburger,89,22,382,271
hamburger/1175284.jpg,512,384,hamburger,84,33,368,292
hamburger/1175364.jpg,512,384,hamburger,105,33,392,349
hamburger/1175395.jpg,512,384,hamburger,237,78,457,301
hamburger/1181766.jpg,512,512,hamburger,1,267,198,476
hamburger/1181766.jpg,512,512,hamburger,339,94,452,174
hamburger/1192222.jpg,512,341,hamburger,100,44,407,305
hamburger/120612.jpg,512,382,hamburger,200,142,381,310
hamburger/1208447.jpg,512,512,hamburger,1,60,496,499
hamburger/1213037.jpg,512,512,hamburger,1,148,318,458
hamburger/1230241.jpg,512,384,hamburger,270,67,493,311
hamburger/1245594.jpg,512,512,hamburger,115,198,486,512
hamburger/1253144.jpg,512,384,hamburger,109,16,435,308
hamburger/1253448.jpg,512,288,hamburger,89,11,404,288
hamburger/1255149.jpg,306,512,hamburger,111,167,303,418
hamburger/1260356.jpg,512,512,hamburger,135,1,512,502
hamburger/1276246.jpg,512,289,hamburger,135,1,383,174
hamburger/129939.jpg,512,382,hamburger,35,91,158,192
hamburger/129939.jpg,512,382,hamburger,156,66,260,187
hamburger/129939.jpg,512,382,hamburger,373,75,483,204
hamburger/129939.jpg,512,382,hamburger,266,86,378,222
hamburger/130598.jpg,382,512,hamburger,28,1,381,315
hamburger/134819.jpg,512,342,hamburger,27,81,298,286
hamburger/13641.jpg,384,512,hamburger,1,132,234,476
hamburger/138330.jpg,512,384,hamburger,263,31,506,278
hamburger/139558.jpg,512,382,hamburger,245,42,478,275
hamburger/145378.jpg,512,384,hamburger,185,179,386,384
hamburger/14657.jpg,512,384,hamburger,174,10,509,379
hamburger/155594.jpg,384,512,hamburger,2,191,372,429
hamburger/157688.jpg,512,382,hamburger,82,1,410,329
hamburger/159304.jpg,382,512,hamburger,82,119,363,355
hamburger/162789.jpg,512,341,hamburger,22,5,320,312
hamburger/166566.jpg,382,512,hamburger,49,163,381,438
hamburger/166940.jpg,343,512,hamburger,1,196,286,497
hamburger/169479.jpg,512,382,hamburger,41,1,482,315
hamburger/170292.jpg,384,512,hamburger,36,48,278,382
hamburger/172005.jpg,384,512,hamburger,65,73,311,350
hamburger/177522.jpg,382,512,hamburger,51,244,215,396
hamburger/177861.jpg,512,512,hamburger,24,49,410,405
hamburger/184751.jpg,382,512,hamburger,37,127,294,366
hamburger/184955.jpg,512,382,hamburger,285,92,456,261
hamburger/201200.jpg,512,382,hamburger,270,76,487,289
hamburger/209001.jpg,384,512,hamburger,78,264,257,458
hamburger/214601.jpg,512,382,hamburger,206,13,428,234
hamburger/215037.jpg,512,333,hamburger,67,9,392,309
hamburger/216853.jpg,512,382,hamburger,20,31,433,338
hamburger/22093.jpg,384,512,hamburger,123,144,384,433
hamburger/22923.jpg,512,384,hamburger,148,53,381,334
hamburger/231857.jpg,512,333,hamburger,151,101,343,292
hamburger/23454.jpg,512,384,hamburger,252,81,512,362
hamburger/236924.jpg,512,342,hamburger,1,3,286,320
hamburger/243204.jpg,512,511,hamburger,177,275,418,444
hamburger/243709.jpg,512,384,hamburger,54,136,249,352
hamburger/243709.jpg,512,384,hamburger,260,110,505,313
hamburger/245244.jpg,512,415,hamburger,89,107,246,275
hamburger/247640.jpg,512,384,hamburger,249,77,512,312
hamburger/250782.jpg,382,512,hamburger,19,225,190,392
hamburger/25250.jpg,384,512,hamburger,102,50,343,239
hamburger/256294.jpg,512,382,hamburger,163,107,413,373
hamburger/271916.jpg,512,382,hamburger,61,55,452,304
hamburger/272642.jpg,382,512,hamburger,12,76,195,258
hamburger/277584.jpg,512,384,hamburger,18,23,237,234
hamburger/279510.jpg,384,512,hamburger,2,30,277,273
hamburger/279729.jpg,382,512,hamburger,2,206,369,402
hamburger/281733.jpg,512,384,hamburger,88,1,432,238
hamburger/283514.jpg,512,384,hamburger,138,47,405,286
hamburger/285384.jpg,384,512,hamburger,22,132,230,375
hamburger/286323.jpg,384,512,hamburger,41,37,316,382
hamburger/29455.jpg,384,512,hamburger,90,128,375,439
hamburger/294644.jpg,512,382,hamburger,43,31,495,378
hamburger/298239.jpg,382,512,hamburger,11,100,357,439
hamburger/30012.jpg,512,384,hamburger,3,1,352,317
hamburger/302613.jpg,512,512,hamburger,20,96,353,490
hamburger/310724.jpg,382,512,hamburger,52,182,213,352
hamburger/315121.jpg,512,384,hamburger,82,94,327,306
hamburger/330628.jpg,512,384,hamburger,296,84,509,258
hamburger/333517.jpg,512,512,hamburger,43,1,371,358
hamburger/339829.jpg,512,382,hamburger,122,32,424,322
hamburger/339960.jpg,512,382,hamburger,222,136,390,307
hamburger/342538.jpg,384,512,hamburger,1,79,356,387
hamburger/345291.jpg,382,512,hamburger,72,158,328,343
hamburger/350854.jpg,512,384,hamburger,60,1,393,296
hamburger/352840.jpg,382,512,hamburger,45,207,207,361
hamburger/353298.jpg,382,512,hamburger,10,109,382,494
hamburger/360082.jpg,512,382,hamburger,124,143,389,303
hamburger/374344.jpg,382,512,hamburger,7,44,378,462
hamburger/376995.jpg,384,512,hamburger,75,1,382,332
hamburger/378487.jpg,384,512,hamburger,92,45,384,348
hamburger/379510.jpg,512,341,hamburger,196,101,416,321
hamburger/381322.jpg,512,382,hamburger,127,92,395,349
hamburger/396083.jpg,512,382,hamburger,137,11,432,340
hamburger/398340.jpg,512,306,hamburger,214,60,472,273
hamburger/402200.jpg,382,512,hamburger,1,96,379,459
hamburger/402245.jpg,512,512,hamburger,2,11,480,509
hamburger/406390.jpg,512,306,hamburger,100,41,378,214
hamburger/40675.jpg,384,512,hamburger,1,67,384,476
hamburger/417861.jpg,512,329,hamburger,69,1,464,321
hamburger/418104.jpg,512,512,hamburger,42,66,384,394
hamburger/419342.jpg,512,287,hamburger,118,1,436,264
hamburger/423924.jpg,512,512,hamburger,51,114,358,422
hamburger/438537.jpg,512,512,hamburger,52,169,242,348
hamburger/440931.jpg,512,512,hamburger,84,130,459,507
hamburger/447012.jpg,512,382,hamburger,12,45,482,350
hamburger/448484.jpg,512,512,hamburger,60,60,482,442
hamburger/450434.jpg,512,512,hamburger,132,132,512,334
hamburger/45547.jpg,512,384,hamburger,38,167,290,384
hamburger/460108.jpg,512,512,hamburger,243,1,509,450
hamburger/468712.jpg,512,384,hamburger,176,26,462,273
hamburger/47595.jpg,384,512,hamburger,48,226,356,493
hamburger/47846.jpg,512,384,hamburger,35,92,429,379
hamburger/484022.jpg,512,512,hamburger,59,4,499,476
hamburger/492903.jpg,512,512,hamburger,5,56,512,498
hamburger/499437.jpg,512,512,hamburger,1,2,505,459
hamburger/503145.jpg,512,384,hamburger,1,14,304,327
hamburger/50638.jpg,512,384,hamburger,230,79,401,210
hamburger/509480.jpg,512,382,hamburger,44,10,424,312
hamburger/510448.jpg,512,512,hamburger,234,64,512,332
hamburger/510448.jpg,512,512,hamburger,1,44,235,358
hamburger/520715.jpg,384,512,hamburger,44,144,293,429
hamburger/526567.jpg,512,464,hamburger,216,101,492,388
hamburger/526726.jpg,512,384,hamburger,233,36,505,378
hamburger/529449.jpg,512,512,hamburger,71,151,442,509
hamburger/543722.jpg,512,512,hamburger,199,1,511,387
hamburger/54507.jpg,512,384,hamburger,1,1,251,301
hamburger/554363.jpg,512,512,hamburger,1,99,322,502
hamburger/555211.jpg,384,512,hamburger,1,174,177,351
hamburger/557542.jpg,512,512,hamburger,1,120,238,431
hamburger/577673.jpg,512,384,hamburger,232,224,447,384
hamburger/577673.jpg,512,384,hamburger,1,254,231,382
hamburger/579852.jpg,512,512,hamburger,115,65,469,416
hamburger/583603.jpg,512,512,hamburger,89,30,414,158
hamburger/58431.jpg,512,384,hamburger,82,1,508,310
hamburger/585430.jpg,512,512,hamburger,1,1,511,512
